with euclidea distance:
1.00,0.00,0.00,0.00,0.00
0.00,0.00,1.00,0.00,0.00
0.00,0.00,0.50,0.00,0.50
0.00,0.00,0.99,0.00,0.00
0.96,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,1.00
0.96,0.00,0.00,0.00,0.00
0.00,0.00,1.00,0.00,0.00
0.00,0.00,0.99,0.00,0.00
1.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.96
0.00,0.00,1.00,0.00,0.00
0.00,0.00,1.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,1.00
1.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.96
0.00,0.00,1.00,0.00,0.00
0.96,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
0.00,0.00,0.50,0.00,0.50
0.00,0.00,0.99,0.00,0.00
1.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
0.00,0.00,0.99,0.00,0.00
0.93,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
0.50,0.00,0.00,0.00,0.50
0.00,0.00,1.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
0.96,0.00,0.00,0.00,0.00
0.00,0.00,1.00,0.00,0.00
0.00,0.00,0.50,0.00,0.50
0.96,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
0.00,0.00,1.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00
0.00,0.00,0.50,0.00,0.50
1.00,0.00,0.00,0.00,0.00
0.96,0.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,0.96,0.00
0.00,0.50,0.00,0.50,0.00
0.00,0.00,0.00,1.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.96,0.00,0.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.50,0.00,0.50,0.00
0.00,1.00,0.00,0.00,0.00
0.00,0.50,0.00,0.50,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,0.00,0.00,0.96,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,0.96,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,0.96,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.50,0.00,0.50,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.96,0.00,0.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,0.00,0.00,0.96,0.00
0.00,1.00,0.00,0.00,0.00
0.00,0.00,0.00,1.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,0.96,0.00,0.00,0.00
0.00,0.50,0.00,0.50,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,0.50,0.00,0.50,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00
